"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","mean",NA,10712,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.025,8115,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.1,8846,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.25,9603,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.5,10565,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.75,11662,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.9,12768,"COVID-19"
"DE","00+",2022-02-19,2022-02-19,"0 day ahead inc hosp","quantile",0.975,14144,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","mean",NA,10550,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.025,8254,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.1,8888,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.25,9553,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.5,10408,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.75,11392,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.9,12393,"COVID-19"
"DE","00+",2022-02-19,2022-02-18,"-1 day ahead inc hosp","quantile",0.975,13647,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","mean",NA,10221,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.025,8292,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.1,8823,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.25,9381,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.5,10100,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.75,10930,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.9,11776,"COVID-19"
"DE","00+",2022-02-19,2022-02-17,"-2 day ahead inc hosp","quantile",0.975,12837,"COVID-19"
"DE","00+",2022-02-19,2022-02-16,"-3 day ahead inc hosp","mean",NA,10067,"COVID-19"
"DE","00+",2022-02-19,2022-02-16,"-3 day ahead inc hosp","quantile",0.025,8450,"COVID-19"
