"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","mean",NA,10352,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.025,8112,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.1,8756,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.25,9413,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.5,10238,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.75,11167,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.9,12096,"COVID-19"
"DE","00+",2022-04-14,2022-04-14,"0 day ahead inc hosp","quantile",0.975,13242,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","mean",NA,10526,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.025,8571,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.1,9128,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.25,9700,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.5,10421,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.75,11238,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.9,12058,"COVID-19"
"DE","00+",2022-04-14,2022-04-13,"-1 day ahead inc hosp","quantile",0.975,13073,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","mean",NA,10265,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.025,8721,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.1,9163,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.25,9615,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.5,10185,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.75,10827,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.9,11471,"COVID-19"
"DE","00+",2022-04-14,2022-04-12,"-2 day ahead inc hosp","quantile",0.975,12266,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","mean",NA,9811,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.025,8653,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.1,8988,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.25,9328,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.5,9753,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.75,10231,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.9,10707,"COVID-19"
"DE","00+",2022-04-14,2022-04-11,"-3 day ahead inc hosp","quantile",0.975,11293,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","mean",NA,9714,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.025,8636,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.1,8949,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.25,9266,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.5,9661,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.75,10105,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.9,10546,"COVID-19"
"DE","00+",2022-04-14,2022-04-10,"-4 day ahead inc hosp","quantile",0.975,11089,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","mean",NA,9769,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.025,8743,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.1,9041,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.25,9342,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.5,9719,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.75,10141,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.9,10561,"COVID-19"
"DE","00+",2022-04-14,2022-04-09,"-5 day ahead inc hosp","quantile",0.975,11078,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","mean",NA,9713,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.025,8791,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.1,9058,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.25,9329,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.5,9668,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.75,10048,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.9,10426,"COVID-19"
"DE","00+",2022-04-14,2022-04-08,"-6 day ahead inc hosp","quantile",0.975,10892,"COVID-19"
"DE","00+",2022-04-14,2022-04-07,"-7 day ahead inc hosp","mean",NA,9890,"COVID-19"
"DE","00+",2022-04-14,2022-04-07,"-7 day ahead inc hosp","quantile",0.025,9040,"COVID-19"
"DE","00+",2022-04-14,2022-04-07,"-7 day ahead inc hosp","quantile",0.1,9285,"COVID-19"
"DE","00+",2022-04-14,2022-04-07,"-7 day ahead inc hosp","quantile",0.25,9535,"COVID-19"
"DE","00+",2022-04-14,2022-04-07,"-7 day ahead inc hosp","quantile",0.5,9848,"COVID-19"
"DE","00+",2022-04-14,2022-04-07,"-7 day ahead inc hosp","quantile",0.75,10199,"COVID-19"
