"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","mean",NA,12428,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.025,9953,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.1,10683,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.25,11415,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.5,12318,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.75,13322,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.9,14313,"COVID-19"
"DE","00+",2022-03-26,2022-03-26,"0 day ahead inc hosp","quantile",0.975,15522,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","mean",NA,12198,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.025,10076,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.1,10697,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.25,11323,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.5,12100,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.75,12967,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.9,13826,"COVID-19"
"DE","00+",2022-03-26,2022-03-25,"-1 day ahead inc hosp","quantile",0.975,14878,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","mean",NA,12130,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.025,10347,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.1,10871,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.25,11398,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.5,12050,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.75,12775,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.9,13493,"COVID-19"
"DE","00+",2022-03-26,2022-03-24,"-2 day ahead inc hosp","quantile",0.975,14370,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","mean",NA,11968,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.025,10534,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.1,10960,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.25,11384,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.5,11907,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.75,12485,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.9,13053,"COVID-19"
"DE","00+",2022-03-26,2022-03-23,"-3 day ahead inc hosp","quantile",0.975,13746,"COVID-19"
"DE","00+",2022-03-26,2022-03-22,"-4 day ahead inc hosp","mean",NA,11790,"COVID-19"
"DE","00+",2022-03-26,2022-03-22,"-4 day ahead inc hosp","quantile",0.025,10626,"COVID-19"
"DE","00+",2022-03-26,2022-03-22,"-4 day ahead inc hosp","quantile",0.1,10974,"COVID-19"
"DE","00+",2022-03-26,2022-03-22,"-4 day ahead inc hosp","quantile",0.25,11319,"COVID-19"
"DE","00+",2022-03-26,2022-03-22,"-4 day ahead inc hosp","quantile",0.5,11742,"COVID-19"
