"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","mean",NA,6073,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.025,4506,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.1,4948,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.25,5405,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.5,5985,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.75,6645,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.9,7309,"COVID-19"
"DE","00+",2022-01-19,2022-01-19,"0 day ahead inc hosp","quantile",0.975,8135,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","mean",NA,5731,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.025,4438,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.1,4796,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.25,5171,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.5,5652,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.75,6206,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.9,6768,"COVID-19"
"DE","00+",2022-01-19,2022-01-18,"-1 day ahead inc hosp","quantile",0.975,7472,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","mean",NA,5381,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.025,4376,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.1,4654,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.25,4945,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.5,5319,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.75,5750,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.9,6188,"COVID-19"
"DE","00+",2022-01-19,2022-01-17,"-2 day ahead inc hosp","quantile",0.975,6736,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","mean",NA,5349,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.025,4411,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.1,4671,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.25,4943,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.5,5292,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.75,5693,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.9,6100,"COVID-19"
"DE","00+",2022-01-19,2022-01-16,"-3 day ahead inc hosp","quantile",0.975,6610,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","mean",NA,5324,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.025,4459,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.1,4699,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.25,4950,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.5,5271,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.75,5641,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.9,6017,"COVID-19"
"DE","00+",2022-01-19,2022-01-15,"-4 day ahead inc hosp","quantile",0.975,6488,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","mean",NA,5237,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.025,4489,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.1,4696,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.25,4913,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.5,5191,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.75,5512,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.9,5837,"COVID-19"
"DE","00+",2022-01-19,2022-01-14,"-5 day ahead inc hosp","quantile",0.975,6245,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","mean",NA,5106,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","quantile",0.025,4457,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","quantile",0.1,4636,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","quantile",0.25,4824,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","quantile",0.5,5065,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","quantile",0.75,5344,"COVID-19"
"DE","00+",2022-01-19,2022-01-13,"-6 day ahead inc hosp","quantile",0.9,5628,"COVID-19"
