"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","mean",NA,10855,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.025,8497,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.1,9177,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.25,9869,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.5,10736,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.75,11711,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.9,12684,"COVID-19"
"DE","00+",2022-04-15,2022-04-15,"0 day ahead inc hosp","quantile",0.975,13883,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","mean",NA,10521,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.025,8571,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.1,9129,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.25,9700,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.5,10419,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.75,11231,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.9,12045,"COVID-19"
"DE","00+",2022-04-15,2022-04-14,"-1 day ahead inc hosp","quantile",0.975,13050,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","mean",NA,10546,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.025,8911,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.1,9381,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.25,9861,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.5,10463,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.75,11140,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.9,11817,"COVID-19"
"DE","00+",2022-04-15,2022-04-13,"-2 day ahead inc hosp","quantile",0.975,12651,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","mean",NA,10286,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","quantile",0.025,9008,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","quantile",0.1,9380,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","quantile",0.25,9756,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","quantile",0.5,10225,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","quantile",0.75,10749,"COVID-19"
"DE","00+",2022-04-15,2022-04-12,"-3 day ahead inc hosp","quantile",0.9,11269,"COVID-19"
