"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","mean",NA,9869,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.025,7831,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.1,8412,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.25,9009,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.5,9761,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.75,10612,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.9,11465,"COVID-19"
"DE","00+",2022-04-05,2022-04-05,"0 day ahead inc hosp","quantile",0.975,12521,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","mean",NA,9767,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.025,8235,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.1,8670,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.25,9118,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.5,9684,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.75,10326,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.9,10972,"COVID-19"
"DE","00+",2022-04-05,2022-04-04,"-1 day ahead inc hosp","quantile",0.975,11773,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","mean",NA,9971,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.025,8516,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.1,8931,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.25,9357,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.5,9894,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.75,10501,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.9,11111,"COVID-19"
"DE","00+",2022-04-05,2022-04-03,"-2 day ahead inc hosp","quantile",0.975,11866,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","mean",NA,10280,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.025,8939,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.1,9327,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.25,9721,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.5,10214,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.75,10767,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.9,11319,"COVID-19"
"DE","00+",2022-04-05,2022-04-02,"-3 day ahead inc hosp","quantile",0.975,11999,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","mean",NA,10798,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.025,9567,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.1,9925,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.25,10287,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.5,10739,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.75,11244,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.9,11747,"COVID-19"
"DE","00+",2022-04-05,2022-04-01,"-4 day ahead inc hosp","quantile",0.975,12365,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","mean",NA,10993,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.025,9899,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.1,10218,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.25,10540,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.5,10941,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.75,11389,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.9,11835,"COVID-19"
"DE","00+",2022-04-05,2022-03-31,"-5 day ahead inc hosp","quantile",0.975,12382,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","mean",NA,11179,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.025,10204,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.1,10488,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.25,10775,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.5,11133,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.75,11532,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.9,11930,"COVID-19"
"DE","00+",2022-04-05,2022-03-30,"-6 day ahead inc hosp","quantile",0.975,12417,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","mean",NA,11317,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.025,10447,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.1,10699,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.25,10955,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.5,11274,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.75,11632,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.9,11989,"COVID-19"
"DE","00+",2022-04-05,2022-03-29,"-7 day ahead inc hosp","quantile",0.975,12428,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","mean",NA,11205,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.025,10436,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.1,10657,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.25,10883,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.5,11166,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.75,11485,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.9,11804,"COVID-19"
"DE","00+",2022-04-05,2022-03-28,"-8 day ahead inc hosp","quantile",0.975,12198,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","mean",NA,11226,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.025,10471,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.1,10687,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.25,10908,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.5,11186,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.75,11501,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.9,11817,"COVID-19"
"DE","00+",2022-04-05,2022-03-27,"-9 day ahead inc hosp","quantile",0.975,12208,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","mean",NA,11232,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.025,10496,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.1,10705,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.25,10920,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.5,11192,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.75,11500,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.9,11811,"COVID-19"
"DE","00+",2022-04-05,2022-03-26,"-10 day ahead inc hosp","quantile",0.975,12197,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","mean",NA,11257,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.025,10575,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.1,10767,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.25,10966,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.5,11218,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.75,11506,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.9,11795,"COVID-19"
"DE","00+",2022-04-05,2022-03-25,"-11 day ahead inc hosp","quantile",0.975,12156,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","mean",NA,11362,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.025,10732,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.1,10908,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.25,11091,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.5,11325,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.75,11592,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.9,11862,"COVID-19"
"DE","00+",2022-04-05,2022-03-24,"-12 day ahead inc hosp","quantile",0.975,12199,"COVID-19"
"DE","00+",2022-04-05,2022-03-23,"-13 day ahead inc hosp","mean",NA,11411,"COVID-19"
"DE","00+",2022-04-05,2022-03-23,"-13 day ahead inc hosp","quantile",0.025,10826,"COVID-19"
"DE","00+",2022-04-05,2022-03-23,"-13 day ahead inc hosp","quantile",0.1,10988,"COVID-19"
"DE","00+",2022-04-05,2022-03-23,"-13 day ahead inc hosp","quantile",0.25,11158,"COVID-19"
"DE","00+",2022-04-05,2022-03-23,"-13 day ahead inc hosp","quantile",0.5,11376,"COVID-19"
"DE","00+",2022-04-05,2022-03-23,"-13 day ahead inc hosp","quantile",0.75,11626,"COVID-19"
