"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","mean",NA,9421,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.025,7288,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.1,7878,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.25,8496,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.5,9290,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.75,10203,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.9,11132,"COVID-19"
"DE","00+",2022-02-20,2022-02-20,"0 day ahead inc hosp","quantile",0.975,12294,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","mean",NA,9648,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.025,7501,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.1,8082,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.25,8701,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.5,9505,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.75,10440,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.9,11400,"COVID-19"
"DE","00+",2022-02-20,2022-02-19,"-1 day ahead inc hosp","quantile",0.975,12611,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","mean",NA,9859,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.025,7904,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.1,8429,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.25,8991,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.5,9725,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.75,10580,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.9,11461,"COVID-19"
"DE","00+",2022-02-20,2022-02-18,"-2 day ahead inc hosp","quantile",0.975,12573,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","mean",NA,9694,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.025,8036,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.1,8481,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.25,8957,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.5,9580,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.75,10306,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.9,11054,"COVID-19"
"DE","00+",2022-02-20,2022-02-17,"-3 day ahead inc hosp","quantile",0.975,12001,"COVID-19"
"DE","00+",2022-02-20,2022-02-16,"-4 day ahead inc hosp","mean",NA,9654,"COVID-19"
"DE","00+",2022-02-20,2022-02-16,"-4 day ahead inc hosp","quantile",0.025,8239,"COVID-19"
